> ORF 1247	yciX	Clockwise,0.163768
> ORF 2791	kduD	Counterclockwise,0.265522
> ORF 2799	yqeK	Counterclockwise,0.194205
> ORF 4233	nanS	Counterclockwise,0.00647037
> ORF 2809	xdhC	Clockwise,0.421605
> ORF 2815	yqeA	Clockwise,0.765857
> ORF 2818	mocA	Clockwise,0.2394
> ORF 2830	idi	Clockwise,0.552716
> ORF 2840	yqfA	Counterclockwise,0.281549
> ORF 2845	gcvH	Counterclockwise,0.214528
> ORF 3871	fsaB	Counterclockwise,0.0538639
> ORF 2850	ygfB	Counterclockwise,0.281745
> ORF 2851	zapA	Clockwise,0.340786
> ORF 2853	fau	Clockwise,0.514488
> ORF 2857	rpiA	Counterclockwise,0.262685
> ORF 2863	ygfI	Counterclockwise,0.259604
> ORF 4204	ythA	Clockwise,0.0191469
> ORF 2864	yggE	Counterclockwise,0.277117
> ORF 2926	yghU	Clockwise,0.734531
> ORF 2897	ansB	Counterclockwise,0.278797
> ORF 2867	fbaA	Counterclockwise,0.239697
> ORF 4055	yjdJ	Clockwise,0.563422
> ORF 2870	yggC	Counterclockwise,0.215818
> ORF 2880	yqgB	Counterclockwise,0.461339
> ORF 2881	yqgC	Clockwise,0.383321
> ORF 2884	yggI	Clockwise,0.536058
> ORF 3535	trmL	Clockwise,0.630009
> ORF 2885	endA	Clockwise,0.622354
> ORF 2889	yqgF	Clockwise,0.851331
> ORF 3314	rpe	Counterclockwise,0.293249
> ORF 2890	yggR	Counterclockwise,0.176566
> ORF 2893	yggU	Clockwise,0.604086
> ORF 2896	yggM	Counterclockwise,0.362227
> ORF 2898	yggN	Counterclockwise,0.464404
> ORF 2902	yggX	Clockwise,0.835658
> ORF 2918	glcC	Clockwise,0.586641
> ORF 2922	yghS	Counterclockwise,0.125152
> ORF 2927	hybG	Counterclockwise,0.565405
> ORF 2930	hybD	Counterclockwise,0.174801
> ORF 2935	yghW	Counterclockwise,0.271329
> ORF 2936	gpr	Clockwise,0.74583
> ORF 3538	secB	Counterclockwise,0.27474
> ORF 2937	yqhA	Counterclockwise,0.246037
> ORF 2991	bacA	Counterclockwise,0.329613
> ORF 2938	yghA	Clockwise,0.630346
> ORF 2940	exbB	Counterclockwise,0.292554
> ORF 2943	yqhC	Counterclockwise,0.150313
> ORF 2945	dkgA	Clockwise,0.729838
> ORF 4283	yjjB	Counterclockwise,-0.0106752
> ORF 2946	yqhG	Clockwise,0.629221
> ORF 2947	yqhH	Clockwise,0.45667
> ORF 2955	ygiV	Counterclockwise,0.0888005
> ORF 2956	ygiW	Counterclockwise,0.278351
> ORF 2960	mdaB	Clockwise,0.68049
> ORF 2964	cpdA	Counterclockwise,0.260147
> ORF 2970	ygiD	Counterclockwise,0.109916
> ORF 2971	zupT	Clockwise,0.595532
> ORF 2972	ribB	Counterclockwise,0.343048
> ORF 3447	yhjC	Clockwise,0.612974
> ORF 3340	bioH	Counterclockwise,0.271662
> ORF 2983	ibsD	Clockwise,0.113302
> ORF 2985	ibsE	Clockwise,0.19829
> ORF 2994	ttdR	Counterclockwise,0.226161
> ORF 2998	ygjD	Counterclockwise,0.224777
> ORF 3005	yqjI	Clockwise,0.794716
> ORF 3154	nanE	Counterclockwise,0.230019
> ORF 3028	exuR	Clockwise,0.816371
> ORF 3029	yqjA	Clockwise,0.671414
> ORF 3030	mzrA	Clockwise,0.496415
> ORF 3031	yqjC	Clockwise,0.703297
> ORF 3166	degS	Clockwise,0.636763
> ORF 3034	yqjK	Clockwise,0.731622
> ORF 3037	yhaH	Clockwise,0.651367
> ORF 3038	yhaI	Clockwise,0.571481
> ORF 3041	yhaL	Clockwise,0.665041
> ORF 3049	tdcB	Counterclockwise,0.27371
> ORF 3051	tdcR	Clockwise,0.0173616
> ORF 3055	garK	Counterclockwise,0.351977
> ORF 3180	mreC	Counterclockwise,0.0958381
> ORF 3057	garL	Counterclockwise,0.296274
> ORF 3061	yhaV	Clockwise,0.524582
> ORF 3062	agaR	Counterclockwise,0.302376
> ORF 3064	agaV	Clockwise,0.748295
> ORF 3067	agaB	Clockwise,0.655763
> ORF 3070	agaI	Clockwise,0.643474
> ORF 3074	yraK	Clockwise,0.381016
> ORF 3075	rsmI	Counterclockwise,0.159962
> ORF 3660	atpC	Counterclockwise,0.402985
> ORF 3077	yraN	Clockwise,0.462225
> ORF 3078	diaA	Clockwise,0.628618
> ORF 3082	yhbO	Clockwise,0.851031
> ORF 3083	yhbP	Counterclockwise,0.371214
> ORF 3084	yhbQ	Clockwise,0.683155
> ORF 3085	yhbS	Counterclockwise,0.336327
> ORF 3087	yhbU	Clockwise,0.6847
> ORF 3089	yhbW	Clockwise,0.725749
> ORF 3657	pstS	Counterclockwise,0.320096
> ORF 3092	yrbN	Counterclockwise,-0.178138
> ORF 3093	nlpI	Counterclockwise,0.129654
> ORF 3096	rpsO	Counterclockwise,0.207443
> ORF 3101	rimP	Counterclockwise,0.423294
> ORF 4292	rsmC	Counterclockwise,0.41281
> ORF 3105	leuU	Counterclockwise,-0.619388
> ORF 3110	rlmE	Counterclockwise,0.122671
> ORF 3112	greA	Counterclockwise,0.442515
> ORF 3115	yhbE	Counterclockwise,0.298246
> ORF 3116	rpmA	Counterclockwise,0.253641
> ORF 3117	rplU	Counterclockwise,0.615354
> ORF 3118	ispB	Clockwise,0.63502
> ORF 3122	mlaB	Counterclockwise,0.0965443
> ORF 4031	phnF	Counterclockwise,0.450343
> ORF 3919	thiE	Counterclockwise,0.227215
> ORF 3123	mlaC	Counterclockwise,0.127108
> ORF 3124	mlaD	Counterclockwise,0.307742
> ORF 4308	lplA	Counterclockwise,0.374757
> ORF 3125	mlaE	Counterclockwise,0.206256
> ORF 3126	mlaF	Counterclockwise,0.241593
> ORF 3127	yrbG	Clockwise,0.619592
> ORF 4297	osmY	Clockwise,0.60854
> ORF 3128	kdsD	Clockwise,0.642162
> ORF 3130	lptC	Clockwise,0.425003
> ORF 3134	hpf	Clockwise,0.676991
> ORF 3135	ptsN	Clockwise,0.757834
> ORF 3136	yhbJ	Clockwise,0.640412
> ORF 3137	npr	Clockwise,0.840697
> ORF 3138	yrbL	Clockwise,0.631719
> ORF 3140	elbB	Counterclockwise,0.226439
> ORF 3141	arcZ	Clockwise,0.077522
> ORF 3143	yhcC	Counterclockwise,0.26889
> ORF 4137	ytfB	Counterclockwise,0.358738
> ORF 3147	yhcA	Clockwise,0.397458
> ORF 4033	phnC	Counterclockwise,0.573547
> ORF 3150	yhcF	Clockwise,0.272002
> ORF 3153	nanK	Counterclockwise,0.415871
> ORF 3156	nanA	Counterclockwise,0.281727
> ORF 3157	nanR	Counterclockwise,0.218063
> ORF 3654	pstB	Counterclockwise,0.352361
> ORF 3160	sspA	Counterclockwise,0.228928
> ORF 3161	rpsI	Counterclockwise,0.317449
> ORF 3162	rplM	Counterclockwise,0.210411
> ORF 3164	yhcB	Clockwise,0.787116
> ORF 3167	mdh	Counterclockwise,0.187023
> ORF 3168	argR	Clockwise,0.563772
> ORF 3169	yhcN	Clockwise,0.550116
> ORF 3173	aaeX	Counterclockwise,0.17151
> ORF 3189	dusB	Clockwise,0.372017
> ORF 3181	mreB	Counterclockwise,0.212204
> ORF 3184	accB	Clockwise,0.471825
> ORF 3975	dusA	Clockwise,0.754081
> ORF 3186	yhdT	Clockwise,0.710083
> ORF 3188	prmA	Clockwise,0.739337
> ORF 3190	fis	Clockwise,0.69116
> ORF 3191	yhdJ	Clockwise,0.671167
> ORF 3199	yhdZ	Clockwise,0.451463
> ORF 3499	bax	Counterclockwise,0.10506
> ORF 3207	yrdA	Clockwise,0.531907
> ORF 3210	rimN	Counterclockwise,0.0996756
> ORF 3211	yrdD	Counterclockwise,0.0381893
> ORF 3249	rpsJ	Counterclockwise,0.365651
> ORF 3212	smg	Counterclockwise,0.263322
> ORF 4066	cutA	Counterclockwise,-0.06219
> ORF 3812	yihY	Clockwise,0.478065
> ORF 3759	ubiE	Clockwise,0.687091
> ORF 3219	arfA	Counterclockwise,-0.0858424
> ORF 3214	def	Clockwise,0.772887
> ORF 3508	yiaO	Clockwise,0.78663
> ORF 3215	fmt	Clockwise,0.611101
> ORF 3218	mscL	Clockwise,0.639826
> ORF 3220	zntR	Counterclockwise,0.3186
> ORF 3224	rpsD	Counterclockwise,0.105182
> ORF 3777	alaT	Clockwise,0.205382
> ORF 3225	rpsK	Counterclockwise,-0.0930024
> ORF 4253	yjiG	Counterclockwise,0.241121
> ORF 3226	rpsM	Counterclockwise,0.316567
> ORF 3227	rpmJ	Counterclockwise,0.0620921
> ORF 3229	rplO	Counterclockwise,0.429671
> ORF 3230	rpmD	Counterclockwise,0.0473601
> ORF 3231	rpsE	Counterclockwise,0.439012
> ORF 3233	rplF	Counterclockwise,0.0866162
> ORF 3234	rpsH	Counterclockwise,0.355964
> ORF 3236	rplE	Counterclockwise,0.280836
> ORF 3238	rplN	Counterclockwise,0.139631
> ORF 3239	rpsQ	Counterclockwise,0.244741
> ORF 3241	rplP	Counterclockwise,0.155553
> ORF 3242	rpsC	Counterclockwise,0.185716
> ORF 3244	rpsS	Counterclockwise,0.0859427
> ORF 3245	rplB	Counterclockwise,0.155736
> ORF 3247	rplD	Counterclockwise,0.183757
> ORF 3248	rplC	Counterclockwise,0.328123
> ORF 3256	gspG	Clockwise,0.615432
> ORF 3257	gspH	Clockwise,0.539653
> ORF 3260	gspK	Clockwise,0.543314
> ORF 3810	yihW	Clockwise,0.58633
> ORF 3263	gspO	Clockwise,0.589271
> ORF 3264	bfr	Counterclockwise,0.333695
> ORF 3265	bfd	Counterclockwise,0.0115463
> ORF 3269	rpsG	Counterclockwise,0.207
> ORF 3669	rsmG	Counterclockwise,0.304097
> ORF 3270	rpsL	Counterclockwise,-0.119264
> ORF 3271	tusB	Counterclockwise,0.28219
> ORF 3273	tusD	Counterclockwise,0.394686
> ORF 3274	yheO	Counterclockwise,0.324823
> ORF 3276	slyX	Clockwise,0.703707
> ORF 3280	kefG	Counterclockwise,0.142318
> ORF 3282	yheT	Clockwise,0.711464
> ORF 3284	prkB	Clockwise,0.572849
> ORF 3286	crp	Clockwise,0.667693
> ORF 3289	pabA	Counterclockwise,0.323487
> ORF 3290	fic	Counterclockwise,0.46016
> ORF 3292	ppiA	Counterclockwise,0.343165
> ORF 3446	yhjB	Counterclockwise,0.183315
> ORF 3295	nirD	Clockwise,0.751578
> ORF 3296	nirC	Clockwise,0.636444
> ORF 3298	yhfL	Clockwise,0.381092
> ORF 3300	frlB	Clockwise,0.81038
> ORF 3301	frlC	Clockwise,0.712634
> ORF 4120	yjfN	Counterclockwise,0.122284
> ORF 3302	frlD	Clockwise,0.777948
> ORF 3303	frlR	Clockwise,0.621913
> ORF 3304	yhfS	Counterclockwise,0.3604
> ORF 3306	yhfU	Counterclockwise,0.282369
> ORF 3307	php	Counterclockwise,0.346718
> ORF 4015	alsC	Counterclockwise,0.366796
> ORF 3311	yhfZ	Counterclockwise,0.322587
> ORF 3313	gph	Counterclockwise,0.320738
> ORF 3317	aroB	Counterclockwise,0.228007
> ORF 3318	aroK	Counterclockwise,0.128364
> ORF 3320	hofP	Counterclockwise,0.287033
> ORF 3321	hofO	Counterclockwise,0.203491
> ORF 3322	hofN	Counterclockwise,0.415155
> ORF 3468	dppD	Counterclockwise,0.3605
> ORF 3323	hofM	Counterclockwise,0.193226
> ORF 3325	nudE	Counterclockwise,0.0919792
> ORF 3336	feoA	Clockwise,0.746686
> ORF 3338	feoC	Clockwise,0.654017
> ORF 3339	yhgA	Clockwise,0.591678
> ORF 3341	gntX	Clockwise,0.451095
> ORF 3342	nfuA	Clockwise,0.752564
> ORF 3347	rtcA	Counterclockwise,0.417056
> ORF 3352	glpE	Counterclockwise,0.349284
> ORF 3529	mtlR	Clockwise,0.547806
> ORF 3364	yhhW	Counterclockwise,0.302551
> ORF 3366	ryhB	Counterclockwise,-0.379778
> ORF 3372	yrhB	Clockwise,0.605458
> ORF 3876	pflC	Clockwise,0.615527
> ORF 3374	yhhA	Clockwise,0.414023
> ORF 4129	ulaE	Clockwise,0.830732
> ORF 3377	ugpE	Counterclockwise,0.400445
> ORF 3381	livG	Counterclockwise,0.322498
> ORF 3383	livH	Counterclockwise,0.38134
> ORF 3384	livK	Counterclockwise,0.27589
> ORF 3685	yieP	Counterclockwise,0.0111233
> ORF 3385	yhhK	Clockwise,0.614562
> ORF 3387	rpoH	Counterclockwise,0.312007
> ORF 3388	ftsX	Counterclockwise,0.293612
> ORF 3391	rsmD	Clockwise,0.713165
> ORF 3392	yhhL	Clockwise,1.04509
> ORF 3394	yhhN	Clockwise,0.688342
> ORF 3396	tusA	Counterclockwise,0.264804
> ORF 3397	yhhQ	Clockwise,0.687848
> ORF 4145	cysQ	Clockwise,0.762091
> ORF 3400	yhhT	Clockwise,0.65019
> ORF 3401	acpT	Clockwise,0.636738
> ORF 3404	nikC	Clockwise,0.842902
> ORF 3407	nikR	Clockwise,0.57844
> ORF 3415	yhiM	Clockwise,0.36631
> ORF 3419	uspA	Clockwise,0.663782
> ORF 3421	rsmJ	Counterclockwise,0.30563
> ORF 3425	dinQ	Counterclockwise,0.394011
> ORF 3426	arsR	Clockwise,0.529709
> ORF 3428	arsC	Clockwise,0.892467
> ORF 3431	dctR	Clockwise,0.513954
> ORF 3432	yhiD	Counterclockwise,0.300762
> ORF 3434	hdeA	Counterclockwise,0.199885
> ORF 3435	hdeD	Clockwise,0.643109
> ORF 3437	gadE	Clockwise,0.653494
> ORF 3440	gadW	Counterclockwise,0.138502
> ORF 3441	gadY	Clockwise,-0.485283
> ORF 3442	gadX	Counterclockwise,-0.0604526
> ORF 3448	yhjD	Clockwise,0.729468
> ORF 3460	yhjR	Counterclockwise,0.342173
> ORF 3464	ldrD	Counterclockwise,0.192603
> ORF 3467	dppF	Counterclockwise,0.301225
> ORF 3469	dppC	Counterclockwise,0.363997
> ORF 3470	dppB	Counterclockwise,0.274345
> ORF 3472	proK	Counterclockwise,-0.674989
> ORF 3475	yhjY	Counterclockwise,0.327976
> ORF 3672	mioC	Counterclockwise,0.154387
> ORF 3476	tag	Clockwise,0.516583
> ORF 3477	yiaC	Clockwise,0.614897
> ORF 3480	ghrB	Clockwise,0.554887
> ORF 4134	rpsR	Clockwise,0.85389
> ORF 3481	yiaF	Counterclockwise,0.190906
> ORF 3482	yiaG	Clockwise,0.392056
> ORF 3757	udp	Clockwise,0.720546
> ORF 3483	cspA	Clockwise,0.644228
> ORF 3484	hokA	Counterclockwise,-0.19892
> ORF 3486	insK	Clockwise,0.382277
> ORF 3488	glyQ	Counterclockwise,0.231957
> ORF 3489	ysaB	Counterclockwise,0.0716067
> ORF 3495	xylF	Clockwise,0.457484
> ORF 3504	yiaK	Clockwise,0.683487
> ORF 3506	yiaM	Clockwise,0.566841
> ORF 3510	yiaQ	Clockwise,0.796052
> ORF 3511	yiaR	Clockwise,0.795069
> ORF 3512	yiaS	Clockwise,0.61511
> ORF 3516	yiaW	Counterclockwise,0.321969
> ORF 3521	yibF	Counterclockwise,0.28889
> ORF 3523	yibA	Clockwise,0.311488
> ORF 3533	lldR	Clockwise,0.66171
> ORF 3537	gpsA	Counterclockwise,0.300102
> ORF 3539	grxC	Counterclockwise,-0.0184514
> ORF 3545	tdh	Counterclockwise,0.297516
> ORF 3547	yibB	Counterclockwise,-0.0860504
> ORF 3548	rfaD	Clockwise,0.800807
> ORF 3549	rfaF	Clockwise,0.735677
> ORF 3553	rfaZ	Counterclockwise,0.0842607
> ORF 3554	rfaY	Counterclockwise,0.236215
> ORF 3555	rfaJ	Counterclockwise,-0.149634
> ORF 3556	rfaI	Counterclockwise,0.0878518
> ORF 3563	coaD	Clockwise,0.698525
> ORF 3565	rpmG	Counterclockwise,0.229925
> ORF 3566	rpmB	Counterclockwise,0.351623
> ORF 3567	yicR	Counterclockwise,0.311283
> ORF 3569	dut	Clockwise,0.802837
> ORF 3570	slmA	Clockwise,0.936093
> ORF 3576	gmk	Clockwise,0.620834
> ORF 3577	rpoZ	Clockwise,0.768235
> ORF 3579	trmH	Clockwise,0.630373
> ORF 3592	yicN	Counterclockwise,0.360987
> ORF 3599	ilvN	Counterclockwise,0.312191
> ORF 3603	tisB	Clockwise,0.815604
> ORF 3606	yidG	Counterclockwise,0.155906
> ORF 4014	alsE	Counterclockwise,0.189985
> ORF 3608	yidI	Clockwise,0.709515
> ORF 3624	yidX	Clockwise,0.513862
> ORF 3625	yidA	Counterclockwise,0.220945
> ORF 3626	yidB	Counterclockwise,0.260374
> ORF 3632	rnpA	Clockwise,0.405322
> ORF 3841	pfkA	Clockwise,0.776508
> ORF 3636	tnaC	Clockwise,0.144595
> ORF 3640	yidZ	Clockwise,0.697504
> ORF 3642	yieF	Clockwise,0.785789
> ORF 4117	yjfM	Clockwise,0.500991
> ORF 3645	cbrB	Clockwise,0.338055
> ORF 3646	cbrC	Clockwise,0.521033
> ORF 3647	yieK	Counterclockwise,0.248382
> ORF 3655	pstA	Counterclockwise,0.335188
> ORF 3656	pstC	Counterclockwise,0.276025
> ORF 3666	atpE	Counterclockwise,0.364777
> ORF 3667	atpB	Counterclockwise,0.185392
> ORF 3673	asnC	Counterclockwise,0.210031
> ORF 3674	asnA	Clockwise,0.825862
> ORF 3678	rbsD	Clockwise,0.595471
> ORF 3680	rbsC	Clockwise,0.710787
> ORF 3681	rbsB	Clockwise,0.767895
> ORF 3682	rbsK	Clockwise,0.820176
> ORF 3687	gltU	Clockwise,-0.254098
> ORF 3689	rrfC	Clockwise,0.00282293
> ORF 3690	aspT	Clockwise,0.38145
> ORF 3692	hdfR	Counterclockwise,0.267936
> ORF 3847	yiiS	Clockwise,0.427068
> ORF 3693	yifE	Clockwise,0.45776
> ORF 3701	ilvY	Counterclockwise,0.358702
> ORF 3703	ppiC	Counterclockwise,0.306973
> ORF 3713	rffG	Clockwise,0.750923
> ORF 3714	rffH	Clockwise,0.866472
> ORF 3715	rffC	Clockwise,0.59137
> ORF 3725	proM	Clockwise,0.356831
> ORF 3731	hemD	Counterclockwise,0.184514
> ORF 3732	hemC	Counterclockwise,0.129111
> ORF 3964	malM	Clockwise,0.566357
> ORF 3734	cyaY	Counterclockwise,0.632994
> ORF 3735	yifL	Clockwise,0.540552
> ORF 3736	dapF	Clockwise,0.62262
> ORF 3737	yigA	Clockwise,0.681913
> ORF 3741	yigE	Counterclockwise,0.235023
> ORF 3742	corA	Clockwise,0.756421
> ORF 3745	rarD	Counterclockwise,0.374848
> ORF 3746	yigI	Counterclockwise,0.299384
> ORF 3752	yigL	Clockwise,0.730821
> ORF 3753	yigM	Clockwise,0.852261
> ORF 3754	metR	Counterclockwise,0.353366
> ORF 3765	tatD	Clockwise,0.626304
> ORF 3766	rfaH	Counterclockwise,0.230792
> ORF 3768	fre	Clockwise,0.698631
> ORF 3774	hemG	Clockwise,0.515147
> ORF 3776	ileT	Clockwise,0.511724
> ORF 3779	rrfA	Clockwise,0.00617535
> ORF 3780	mobB	Counterclockwise,0.396919
> ORF 3781	mobA	Counterclockwise,0.341277
> ORF 3989	soxS	Counterclockwise,0.281975
> ORF 3782	yihD	Clockwise,1.04695
> ORF 3783	rdoA	Clockwise,0.614775
> ORF 3786	yihG	Counterclockwise,0.31291
> ORF 3788	spf	Clockwise,-0.0940396
> ORF 3789	yihA	Counterclockwise,0.288324
> ORF 3791	yihI	Clockwise,0.74387
> ORF 3900	thrU	Clockwise,0.0407405
> ORF 3799	yihM	Clockwise,0.583739
> ORF 3807	yihT	Counterclockwise,0.258209
> ORF 4263	yjiS	Clockwise,0.367947
> ORF 3923	hemE	Clockwise,0.835502
> ORF 3808	yihU	Counterclockwise,0.353277
> ORF 3811	yihX	Clockwise,0.659349
> ORF 3816	yiiF	Clockwise,0.3236
> ORF 3817	fdhE	Counterclockwise,0.291854
> ORF 4079	sugE	Clockwise,0.712346
> ORF 3818	fdoI	Counterclockwise,0.244574
> ORF 3819	fdoH	Counterclockwise,0.159876
> ORF 3827	rhaM	Counterclockwise,0.236526
> ORF 3831	rhaS	Clockwise,0.517518
> ORF 3834	sodA	Clockwise,0.864795
> ORF 3835	kdgT	Clockwise,0.640461
> ORF 3838	cpxR	Counterclockwise,0.178664
> ORF 3839	cpxP	Clockwise,0.4089
> ORF 3840	fieF	Clockwise,0.460639
> ORF 3842	sbp	Clockwise,0.71973
> ORF 4131	yjfY	Counterclockwise,0.256729
> ORF 3843	cdh	Clockwise,0.603096
> ORF 3844	tpiA	Counterclockwise,0.241418
> ORF 3845	yiiQ	Counterclockwise,0.0914048
> ORF 3850	glpX	Counterclockwise,0.375111
> ORF 3853	zapB	Clockwise,0.600926
> ORF 3859	cytR	Counterclockwise,0.223339
> ORF 3862	yiiX	Counterclockwise,0.430768
> ORF 3863	metJ	Counterclockwise,0.150704
> ORF 3869	yijF	Counterclockwise,0.318934
> ORF 3873	frwC	Clockwise,0.817955
> ORF 3874	frwB	Clockwise,0.789498
> ORF 3877	frwD	Clockwise,0.561426
> ORF 3878	yijO	Counterclockwise,0.438265
> ORF 3883	argB	Clockwise,0.917021
> ORF 3889	yijD	Clockwise,0.721056
> ORF 3892	murI	Clockwise,0.561681
> ORF 4289	leuV	Counterclockwise,-0.577984
> ORF 3894	gltT	Clockwise,-0.254098
> ORF 3896	rrfB	Clockwise,0.0489093
> ORF 3898	birA	Clockwise,0.613455
> ORF 3901	tyrU	Clockwise,0.0985218
> ORF 4300	yjjV	Clockwise,0.700508
> ORF 3902	glyT	Clockwise,0.456594
> ORF 4110	nsrR	Clockwise,0.480203
> ORF 3908	rplA	Clockwise,0.707287
> ORF 3910	rplL	Clockwise,0.734783
> ORF 3918	thiF	Counterclockwise,0.2644
> ORF 3921	rsd	Counterclockwise,0.478032
> ORF 3922	nudC	Clockwise,0.569865
> ORF 3924	nfi	Clockwise,0.749178
> ORF 3926	hupA	Clockwise,0.748085
> ORF 3936	rrfE	Clockwise,0.0489093
> ORF 3937	yjaA	Clockwise,0.410835
> ORF 3948	rluF	Clockwise,0.714156
> ORF 3949	yjbD	Counterclockwise,0.113477
> ORF 3952	yjbE	Clockwise,0.401303
> ORF 3953	yjbF	Clockwise,0.715277
> ORF 3956	yjbT	Counterclockwise,0.33396
> ORF 3957	psiE	Clockwise,0.631052
> ORF 3959	malG	Counterclockwise,0.18832
> ORF 3966	ubiA	Clockwise,0.799692
> ORF 3968	dgkA	Clockwise,0.657244
> ORF 3972	zur	Counterclockwise,0.199424
> ORF 3973	yjbL	Clockwise,0.375575
> ORF 3976	pspG	Clockwise,0.838719
> ORF 3977	qorA	Counterclockwise,0.164205
> ORF 3979	alr	Clockwise,0.651566
> ORF 3981	yjbS	Counterclockwise,-0.233368
> ORF 3982	aphA	Clockwise,0.584602
> ORF 4028	phnI	Counterclockwise,0.410002
> ORF 3983	yjbQ	Clockwise,0.553465
> ORF 3987	yjcB	Counterclockwise,0.132338
> ORF 3990	soxR	Clockwise,0.789149
> ORF 4000	nrfC	Clockwise,0.580433
> ORF 4140	ytfE	Counterclockwise,0.334659
> ORF 4003	nrfF	Clockwise,0.580178
> ORF 4006	yjcO	Counterclockwise,0.273822
> ORF 4013	alsK	Counterclockwise,0.262162
> ORF 4017	alsB	Counterclockwise,0.306612
> ORF 4018	rpiR	Counterclockwise,0.256454
> ORF 4023	phnN	Counterclockwise,0.444476
> ORF 4025	phnL	Counterclockwise,0.455399
> ORF 4026	phnK	Counterclockwise,0.259655
> ORF 4029	phnH	Counterclockwise,0.456382
> ORF 4030	phnG	Counterclockwise,0.33342
> ORF 4032	phnD 	Counterclockwise,0.436262
> ORF 4034	yjdN	Counterclockwise,0.390712
> ORF 4037	yjcZ	Clockwise,0.622518
> ORF 4039	pmrR	Clockwise,0.598604
> ORF 4041	basR	Counterclockwise,0.316681
> ORF 4044	adiY	Counterclockwise,0.165278
> ORF 4049	yjdF	Counterclockwise,0.214525
> ORF 4054	yjdI	Clockwise,0.641791
> ORF 4146	ytfI	Clockwise,0.233966
> ORF 4056	yjdK	Clockwise,0.251522
> ORF 4064	yjdC	Counterclockwise,0.175813
> ORF 4071	groS	Clockwise,0.892964
> ORF 4076	efp	Clockwise,0.668172
> ORF 4077	ecnA	Clockwise,0.603309
> ORF 4080	blc	Counterclockwise,0.219072
> ORF 4086	yjeA	Clockwise,0.617771
> ORF 4089	yjeO	Clockwise,0.597754
> ORF 4093	orn	Clockwise,0.972892
> ORF 4094	glyV	Clockwise,-0.248384
> ORF 4097	yjeV	Clockwise,0.346704
> ORF 4295	yjjG	Clockwise,0.751288
> ORF 4100	yjeE	Clockwise,0.610868
> ORF 4104	hfq	Clockwise,0.483692
> ORF 4112	rlmB	Clockwise,0.730509
> ORF 4114	yjfJ	Clockwise,0.828627
> ORF 4115	yjfK	Clockwise,0.751554
> ORF 4116	yjfL	Clockwise,0.431991
> ORF 4122	yjfP	Clockwise,0.656511
> ORF 4130	ulaF	Clockwise,0.78315
> ORF 4136	yjfZ	Counterclockwise,-0.162684
> ORF 4138	fklB	Clockwise,0.93468
> ORF 4141	ytfF	Counterclockwise,0.170332
> ORF 4143	ytfH	Clockwise,0.608009
> ORF 4147	ytfJ	Counterclockwise,0.293686
> ORF 4148	ytfK	Clockwise,0.413374
> ORF 4150	msrA	Counterclockwise,0.291352
> ORF 4153	ytfP	Clockwise,0.412294
> ORF 4155	chpB	Clockwise,0.529005
> ORF 4157	ytfQ	Clockwise,0.649433
> ORF 4159	ytfT	Clockwise,0.79696
> ORF 4160	yjfF	Clockwise,0.749384
> ORF 4161	fbp	Counterclockwise,0.376161
> ORF 4163	yjgA	Counterclockwise,0.494079
> ORF 4165	nrdG	Counterclockwise,0.241056
> ORF 4169	treR	Counterclockwise,0.197414
> ORF 4170	mgtL	Clockwise,0.469933
> ORF 4173	pyrI	Counterclockwise,0.497192
> ORF 4175	pyrL	Counterclockwise,0.0785299
> ORF 4177	yjgI	Counterclockwise,0.26329
> ORF 4181	argI	Counterclockwise,0.261586
> ORF 4182	rraB	Clockwise,0.786518
> ORF 4189	lptG	Clockwise,0.740857
> ORF 4191	idnR	Counterclockwise,0.206533
> ORF 4193	idnO	Counterclockwise,0.228021
> ORF 4194	idnD	Counterclockwise,0.153272
> ORF 4196	yjgB	Counterclockwise,0.336798
> ORF 4200	yjgZ	Clockwise,0.278106
> ORF 4207	fecE	Counterclockwise,0.14959
> ORF 4209	fecC	Counterclockwise,0.351746
> ORF 4210	fecB	Counterclockwise,0.403769
> ORF 4216	insB	Clockwise,0.303034
> ORF 4217	yjhU	Counterclockwise,0.278235
> ORF 4220	yjhH	Counterclockwise,0.256862
> ORF 4221	yjhI	Counterclockwise,-0.0711601
> ORF 4222	sgcR	Counterclockwise,0.17385
> ORF 4272	yjiA	Counterclockwise,0.328484
> ORF 4225	ryjB	Clockwise,0.262524
> ORF 4228	sgcB	Counterclockwise,-0.262088
> ORF 4230	yjhP	Counterclockwise,0.375158
> ORF 4232	yjhX	Counterclockwise,0.0136908
> ORF 4234	nanM	Counterclockwise,0.124728
> ORF 4237	fimE	Clockwise,0.74324
> ORF 4238	fimA	Clockwise,0.420047
> ORF 4239	fimI	Clockwise,0.445945
> ORF 4240	fimC	Clockwise,0.574697
> ORF 4242	fimF	Clockwise,0.407088
> ORF 4251	qseD	Counterclockwise,0.252712
> ORF 4254	yjiH	Counterclockwise,0.356334
> ORF 4255	kptA	Clockwise,0.490751
> ORF 4257	yjiK	Counterclockwise,0.375353
> ORF 4258	yjiL	Counterclockwise,0.351794
> ORF 4266	symE	Counterclockwise,0.199906
> ORF 4267	symR	Clockwise,0.426368
> ORF 4271	mrr	Clockwise,0.6098
> ORF 4277	yjjM	Counterclockwise,0.264495
> ORF 4281	dnaC	Counterclockwise,0.39863
> ORF 4282	dnaT	Counterclockwise,0.244905
